file	error
data/pilot/html-refresh2025/aishahaba/20250125_do-background-remove-in-photoshop.html.gz	no_price_found
data/pilot/html-refresh2025/banner_graphic/20250923_do-hair-masking-and-background-remove-or-clipping-path-0b7f.html.gz	no_price_found
data/pilot/html-refresh2025/domain_expert_sourcing/20250801_feature_price.html.gz	too_short
data/pilot/html-refresh2025/mdshihabuddin19/20250129_setup-optimize-and-manage-your-google-adwords.html.gz	no_price_found
data/pilot/html-refresh2025/message_attachments/20250810_destory_multi_assets.html.gz	too_short
data/pilot/html-refresh2025/recommendations/20250213_personalized_content.html.gz	too_short
data/pilot/html-refresh2025/recommendations/20250412_personalized_content.html.gz	too_short
data/pilot/html-refresh2025/recommendations/20250421_personalized_content.html.gz	too_short
data/pilot/html-refresh2025/tag_manager/20250104_fetch_events.html.gz	too_short
data/pilot/html-refresh2025/tag_manager/20250803_fetch_events.html.gz	too_short
data/pilot/html-refresh2025/tag_manager/20250819_fetch_events.html.gz	too_short
data/pilot/html-refresh2025/tag_manager/20250915_fetch_events.html.gz	too_short
data/pilot/html-refresh2025/tag_manager/20251019_fetch_events.html.gz	too_short
data/pilot/html-refresh2025/tag_manager/20260124_fetch_events.html.gz	too_short
