file	error
data/pilot/html-balanced/aaftabi/20260129_design-logo-for-life-coach-health-coach-fitness-coach.html.gz	no_price_found
data/pilot/html-balanced/abir_nayeem/20210610_create-or-redesign-squarespace-business-website.html.gz	no_price_found
data/pilot/html-balanced/hussainhameed/20230114_do-minor-video-editing.html.gz	no_price_found
data/pilot/html-balanced/hussainhameed/20250818_remove-background-from-a-gif.html.gz	no_price_found
data/pilot/html-balanced/juancarlos16/20211214_do-record-300-words-for-you-video-spanish.html.gz	no_price_found
data/pilot/html-balanced/nasimasarder007/20230111_create-20-amazing-video-intro-logo-animation.html.gz	no_price_found
data/pilot/html-balanced/ruhin_ahmed/20210204_be-your-social-media-marketing-manager-and-content-creator.html.gz	no_price_found
data/pilot/html-balanced/sangeeta05/20220701_design-shopify-store-shopify-website-or-dropshipping-store.html.gz	no_price_found
data/pilot/html-balanced/seosmmpro/20190707_promote-video-on-youtube-high-audience-and-marketing.html.gz	no_price_found
data/pilot/html-balanced/work_exp/20240604_create-interactive-hotspot-on-videos.html.gz	no_price_found
