timestamp	url	status	file_path	size
20200108132445	https://www.fiverr.com/a_tenorio/make-3d-architecture-rendering	200	/home/exouser/IntelligencePriceIndex/data/pilot/html/a_tenorio/20200108_make-3d-architecture-rendering.html	216857
20200107135938	https://www.fiverr.com/a_tenorio/make-an-architectural-drawing-in-autocad	200	/home/exouser/IntelligencePriceIndex/data/pilot/html/a_tenorio/20200107_make-an-architectural-drawing-in-autocad.html	232073
20210824055701	https://www.fiverr.com/a_tenorio/make-an-architectural-drawing-in-autocad	200	/home/exouser/IntelligencePriceIndex/data/pilot/html/a_tenorio/20210824_make-an-architectural-drawing-in-autocad.html	516583
20210301075540	https://www.fiverr.com/a_tenorio/make-an-architectural-drawing-in-autocad	200	/home/exouser/IntelligencePriceIndex/data/pilot/html/a_tenorio/20210301_make-an-architectural-drawing-in-autocad.html	433999
20210714183307	https://www.fiverr.com/a_tenorio/make-3d-architecture-rendering	200	/home/exouser/IntelligencePriceIndex/data/pilot/html/a_tenorio/20210714_make-3d-architecture-rendering.html	465272
20190513081637	https://www.fiverr.com/a_tenorio/make-an-architectural-drawing-in-autocad	200	/home/exouser/IntelligencePriceIndex/data/pilot/html/a_tenorio/20190513_make-an-architectural-drawing-in-autocad.html	165688
20211223222044	https://www.fiverr.com/a_tenorio/make-an-architectural-drawing-in-autocad	200	/home/exouser/IntelligencePriceIndex/data/pilot/html/a_tenorio/20211223_make-an-architectural-drawing-in-autocad.html	583106
20201102141636	https://www.fiverr.com/a_tenorio/make-an-architectural-drawing-in-autocad	200	/home/exouser/IntelligencePriceIndex/data/pilot/html/a_tenorio/20201102_make-an-architectural-drawing-in-autocad.html	415733
20200705152356	https://www.fiverr.com/a_tenorio/make-an-architectural-drawing-in-autocad	200	/home/exouser/IntelligencePriceIndex/data/pilot/html/a_tenorio/20200705_make-an-architectural-drawing-in-autocad.html	337374
20190514061047	https://www.fiverr.com/a_tenorio/make-an-architectural-drawing-in-autocad?context_referrer=subcategory_listing&context_type=rating&pckg_id=1&pos=38&ref_ctx_id=0a42537c-e9e1-4b6a-bf4e-6b4d4dfd2a88&source=category_tree&funnel=5bfd4fae-ab5e-4d6a-8e12-5b777c85a84d	200	/home/exouser/IntelligencePriceIndex/data/pilot/html/a_tenorio/20190514_make-an-architectural-drawing-in-autocad.html	166140
